_id,options[0],options[1],options[2],options[3],category,question,answer,__v
66a80d7938b1093974273e83,Manter processos inflexíveis.,Priorizar a documentação extensiva.,Garantir a entrega contínua de valor.,Promover a estagnação dos projetos.,Desenvolvimento Ágil,Qual é uma das funções importantes cumpridas pelas metodologias ágeis?,Letra C,0
66a80da238b1093974273e85,Incentivando a competição entre os membros da equipe.,Promovendo a centralização das decisões,Estimulando a autonomia e o empoderamento das equipes.,Minimizando a comunicação entre os stakeholders,Desenvolvimento Ágil,Como as metodologias ágeis abordam a colaboração e o engajamento da equipe?,Letra C,0
66a817e438b1093974273f6a,A arquitetura define apenas os requisitos funcionais do sistema.,"A arquitetura afeta o desempenho, robustez e manutenibilidade do sistema.",A arquitetura não tem impacto no processo de desenvolvimento de software., A arquitetura é apenas uma etapa inicial e não influencia o resultado final do sistema.,Arquitetura de Software, Qual é a importância da arquitetura de sistema no desenvolvimento de software?,Letra B,0
66ce8897e96cbe3df0606ad6,Sensores e atuadores,Controladores de temperatura,Interfaces de usuário,Componentes de visão e seleção de objetos,Arquitetura de Software,Quais são os principais componentes de um sistema de controle robotizado de empacotamento?,D,0
66ce88c1e96cbe3df0606ad8,Por meio da identificação de requisitos funcionais,Utilizando uma arquitetura de linha de produto,Associando grupos de funções aos componentes em larga escala, Ignorando completamente a decomposição da arquitetura,Arquitetura de Software, Como é possível decompor a arquitetura de um sistema para estruturar a especificação?,C,0
66ce88dee96cbe3df0606ada,O número de componentes,O tipo de linguagem de programação utilizada, O nível de abstração e complexidade do sistema, A estrutura organizacional da equipe de desenvolvimento,Arquitetura de Software,O que diferencia a arquitetura em pequena escala da arquitetura em grande escala?,C,0
66ce8b93e96cbe3df0606adc,"Reusabilidade, eficiência e segurança","Comunicação de stakeholders, análise de sistema e reúso em larga escala"," Flexibilidade, adaptabilidade e interoperabilidade","Documentação, implementação e teste",Arquitetura de Software,Quais são as três vantagens de projetar e documentar explicitamente a arquitetura de software?,B,0
66ce8bb4e96cbe3df0606ade, Por meio de linguagens de descrição de arquitetura (ADLs) exclusivamente,Apenas com diagramas de blocos simples,Utilizando tanto ADLs quanto diagramas de blocos,Através de narrativas detalhadas sem representação gráfica,Arquitetura de Software,Como os modelos de arquitetura são geralmente representados na prática?,C,0
66ce8cfbe96cbe3df0606ae2,Apresentar múltiplas perspectivas da arquitetura,Apoiar a tomada de decisões de arquitetura durante o projeto, Fornecer uma representação abstrata do sistema para comunicação,Descrever detalhadamente cada componente do sistema,Arquitetura de Software,Qual é o papel das visões conceituais na documentação da arquitetura de sistema?,C,0
66ce8dbb922eb4919544caf1,Por ser uma linguagem excessivamente complexa.,Por não oferecer suporte a diagramas de blocos.,Por ser difícil de entender para stakeholders não técnicos.,Por estar mais próxima da implementação do que da arquitetura.,Arquitetura de Software,Por que algumas pessoas consideram a UML inadequada para descrever arquiteturas de software?,Por estar mais próxima da implementação do que da arquitetura.,
66ce8dbb922eb4919544caf2,Facilitar a comunicação entre stakeholders.,Descrever detalhadamente cada componente de um sistema.,Padronizar a documentação de arquiteturas de software.,Descrever e formalizar as arquiteturas de sistema.,Arquitetura de Software,Qual é o propósito das linguagens de descrição de arquitetura (ADLs)?,Descrever e formalizar as arquiteturas de sistema.,
66ce8dbb922eb4919544caf3,Priorizando a documentação detalhada em todos os casos.,Ignorando completamente a documentação de arquitetura.,Desenvolvendo apenas documentação para sistemas críticos.,Enfatizando visões úteis para comunicação em vez de documentação detalhada.,Arquitetura de Software,Como os métodos ágeis abordam a documentação de arquitetura de software?,Enfatizando visões úteis para comunicação em vez de documentação detalhada.,
66ce8dbb922eb4919544caf4,Representações únicas que abrangem todos os aspectos do sistema.,Perspectivas que facilitam a análise de sistemas em tempo de execução.,Diferentes maneiras de visualizar e comunicar aspectos específicos do sistema.,Narrativas detalhadas que descrevem a implementação de cada componente.,Arquitetura de Software,O que são visões da arquitetura em um modelo de arquitetura de software?,Diferentes maneiras de visualizar e comunicar aspectos específicos do sistema.,
66ce8dbb922eb4919544caf5,Para tornar a documentação mais extensa e detalhada.,Para facilitar a comunicação com diferentes stakeholders.,Para aumentar a complexidade do processo de desenvolvimento.,Para satisfazer os requisitos regulatórios.,Arquitetura de Software,Por que é importante ter múltiplas visões da arquitetura de um sistema?,Para facilitar a comunicação com diferentes stakeholders.,
66ce8dbb922eb4919544caf6,Facilidade de compreensão por parte de stakeholders não técnicos.,Capacidade de descrever arquiteturas em nível mais detalhado.,Padronização da documentação de arquiteturas de software.,Formalização e especificação precisa das arquiteturas de sistema.,Arquitetura de Software,Qual é a vantagem das ADLs em comparação com outras formas de documentação de arquitetura?,Formalização e especificação precisa das arquiteturas de sistema.,
66ce8dbb922eb4919544caf7,Priorizando a documentação detalhada em todos os casos.,Ignorando completamente a documentação de arquitetura.,Desenvolvendo apenas documentação para sistemas críticos.,Enfatizando visões úteis para comunicação em vez de documentação detalhada.,Arquitetura de Software,Como os métodos ágeis abordam a documentação de arquitetura de software?,Enfatizando visões úteis para comunicação em vez de documentação detalhada.,
66ce8f27922eb4919544caf8,Representações únicas que abrangem todos os aspectos do sistema.,Perspectivas que facilitam a análise de sistemas em tempo de execução.,Diferentes maneiras de visualizar e comunicar aspectos específicos do sistema.,Narrativas detalhadas que descrevem a implementação de cada componente.,Arquitetura de Software,O que são visões da arquitetura em um modelo de arquitetura de software?,Diferentes maneiras de visualizar e comunicar aspectos específicos do sistema.,
66ce8f27922eb4919544caf9,Para tornar a documentação mais extensa e detalhada.,Para facilitar a comunicação com diferentes stakeholders.,Para aumentar a complexidade do processo de desenvolvimento.,Para satisfazer os requisitos regulatórios.,Arquitetura de Software,Por que é importante ter múltiplas visões da arquitetura de um sistema?,Para facilitar a comunicação com diferentes stakeholders.,
66ce8f27922eb4919544cafa,Facilidade de compreensão por parte de stakeholders não técnicos.,Capacidade de descrever arquiteturas em nível mais detalhado.,Padronização da documentação de arquiteturas de software.,Formalização e especificação precisa das arquiteturas de sistema.,Arquitetura de Software,Qual é a vantagem das ADLs em comparação com outras formas de documentação de arquitetura?,Formalização e especificação precisa das arquiteturas de sistema.,
66ce8f27922eb4919544cafb,Priorizando a documentação detalhada em todos os casos.,Ignorando completamente a documentação de arquitetura.,Desenvolvendo apenas documentação para sistemas críticos.,Enfatizando visões úteis para comunicação em vez de documentação detalhada.,Arquitetura de Software,Como os métodos ágeis abordam a documentação de arquitetura de software?,Enfatizando visões úteis para comunicação em vez de documentação detalhada.,
66ce8f27922eb4919544cafc,Representações únicas que abrangem todos os aspectos do sistema.,Perspectivas que facilitam a análise de sistemas em tempo de execução.,Diferentes maneiras de visualizar e comunicar aspectos específicos do sistema.,Narrativas detalhadas que descrevem a implementação de cada componente.,Arquitetura de Software,O que são visões da arquitetura em um modelo de arquitetura de software?,Diferentes maneiras de visualizar e comunicar aspectos específicos do sistema.,
66ce8f27922eb4919544cafd,Para tornar a documentação mais extensa e detalhada.,Para facilitar a comunicação com diferentes stakeholders.,Para aumentar a complexidade do processo de desenvolvimento.,Para satisfazer os requisitos regulatórios.,Arquitetura de Software,Por que é importante ter múltiplas visões da arquitetura de um sistema?,Para facilitar a comunicação com diferentes stakeholders.,
66ce8f27922eb4919544cafe,Facilidade de compreensão por parte de stakeholders não técnicos.,Capacidade de descrever arquiteturas em nível mais detalhado.,Padronização da documentação de arquiteturas de software.,Formalização e especificação precisa das arquiteturas de sistema.,Arquitetura de Software,Qual é a vantagem das ADLs em comparação com outras formas de documentação de arquitetura?,Formalização e especificação precisa das arquiteturas de sistema.,
66ce8f27922eb4919544caff,Padronizando a documentação da arquitetura.,Proporcionando soluções genéricas para problemas recorrentes.,Limitando a flexibilidade do sistema.,Reduzindo a complexidade da arquitetura.,Arquitetura de Software,Como os padrões de projeto contribuem para a arquitetura de software?,Proporcionando soluções genéricas para problemas recorrentes.,
66ce8f27922eb4919544cb00,Manter a documentação atualizada e relevante.,Desconsiderar as necessidades dos stakeholders.,Priorizar a quantidade sobre a qualidade da documentação.,Utilizar apenas linguagens de descrição de arquitetura (ADLs).,Arquitetura de Software,Quais são os desafios comuns na documentação da arquitetura de software?,Manter a documentação atualizada e relevante.,
66ce8f27922eb4919544cb01,Identificar os requisitos de hardware do sistema.,Definir as interfaces de usuário do sistema.,Organizar a estrutura geral do sistema e seus componentes.,Documentar os testes de aceitação do software.,Arquitetura de Software,Qual é o papel do projeto de arquitetura no desenvolvimento de software?,Organizar a estrutura geral do sistema e seus componentes.,
66ce8f9c922eb4919544cb02,Para aumentar a complexidade do sistema.,Para simplificar o processo de desenvolvimento de software.,Para organizar e estruturar a especificação do sistema.,Para minimizar a comunicação com os stakeholders.,Arquitetura de Software,Por que a decomposição da arquitetura é frequentemente necessária na engenharia de requisitos?,Para organizar e estruturar a especificação do sistema.,
66ce8f9c922eb4919544cb03,Redução da comunicação com os stakeholders.,Facilitação da análise do sistema.,Aumento da complexidade do processo de desenvolvimento.,Restrição ao reúso em larga escala.,Arquitetura de Software,"Quais são as vantagens de projetar e documentar explicitamente a arquitetura de software, de acordo com Bass et al. (2003)?",Facilitação da análise do sistema.,
66ce8f9c922eb4919544cb04,Ser uma ferramenta de gerenciamento de projetos.,Esconder detalhes para simplificar o processo de desenvolvimento.,Estruturar as discussões com stakeholders.,Minimizar a comunicação entre os desenvolvedores.,Arquitetura de Software,"Qual é o principal objetivo da arquitetura de sistema, de acordo com Hofmeister et al. (2000)?",Estruturar as discussões com stakeholders.,
66ce8f9c922eb4919544cb05,Eles determinam exclusivamente os requisitos funcionais do sistema.,Eles têm um impacto mínimo na arquitetura do sistema.,Eles são influenciados pela organização dos componentes do sistema.,Eles não têm relação com a arquitetura do software.,Arquitetura de Software,Como os requisitos não funcionais influenciam a arquitetura de software?,Eles são influenciados pela organização dos componentes do sistema.,
66ce8f9c922eb4919544cb06,Eles determinam exclusivamente a interface do usuário.,"Eles afetam o desempenho, a segurança e a manutenibilidade do sistema.",Eles têm pouca relevância para a arquitetura do software.,Eles são responsáveis apenas pela definição dos requisitos de hardware.,Arquitetura de Software,Qual é a importância de se considerar os requisitos não funcionais durante o processo de projeto de arquitetura de software?,"Eles afetam o desempenho, a segurança e a manutenibilidade do sistema.",
66ce8f9c922eb4919544cb07,A publicação de um livro sobre gerenciamento de configuração.,A introdução do conceito de interação em sistemas de software.,A publicação de um livro sobre padrões de projeto orientado a objetos.,O desenvolvimento de sistemas baseados em Web.,Arquitetura de Software,Qual foi o evento que desencadeou a ampla utilização de padrões de software?,A publicação de um livro sobre padrões de projeto orientado a objetos.,
66ce8f9c922eb4919544cb08,Uma descrição detalhada de um sistema específico.,Uma descrição abstrata e estilizada de boas práticas testadas em diferentes sistemas.,Um conjunto de regras de codificação para linguagens de programação.,Um manual de instruções para desenvolvimento de software.,Arquitetura de Software,Qual é a definição de um padrão de arquitetura?,Uma descrição abstrata e estilizada de boas práticas testadas em diferentes sistemas.,
66ce8f9c922eb4919544cb09,Separar as camadas de hardware de um sistema.,Gerenciar a interação do usuário em sistemas baseados em Web.,Organizar os dados de um sistema de forma hierárquica.,Controlar o fluxo de dados em um sistema de banco de dados.,Arquitetura de Software,Qual é o objetivo principal do padrão MVC (Model-View-Controller)?,Gerenciar a interação do usuário em sistemas baseados em Web.,
66ce8f9c922eb4919544cb0a,Permite que os dados sejam alterados independentemente de sua representação.,Facilita a comunicação entre as diferentes camadas do sistema.,Reduz a complexidade do código em sistemas simples.,Minimiza a necessidade de interação do usuário.,Arquitetura de Software,Quais são as vantagens do padrão MVC?,Permite que os dados sejam alterados independentemente de sua representação.,
66ce8f9c922eb4919544cb0b,Aumento da complexidade do código em sistemas simples.,Limitação na comunicação entre as diferentes camadas do sistema.,Dependência exclusiva de interfaces gráficas para interação do usuário.,Dificuldade em lidar com modelos de dados e interações simples.,Arquitetura de Software,Qual é a principal desvantagem do padrão MVC?,Dificuldade em lidar com modelos de dados e interações simples.,
66ce8f9c922eb4919544cb0c,Na organização dos dados em uma estrutura hierárquica.,Na separação e independência dos elementos de um sistema.,No controle do fluxo de dados em um sistema distribuído.,Na interação direta entre o modelo de dados e a interface do usuário.,Arquitetura de Software,Em que se baseia o padrão de arquitetura em camadas?,Na separação e independência dos elementos de um sistema.,
66ce9023922eb4919544cb0d,Permite a substituição de camadas inteiras sem afetar outras partes do sistema.,Minimiza a necessidade de comunicação entre as diferentes camadas.,Facilita o desenvolvimento de sistemas distribuídos.,Reduz a complexidade do código em sistemas complexos.,Arquitetura de Software,Quais são as vantagens da arquitetura em camadas?,Permite a substituição de camadas inteiras sem afetar outras partes do sistema.,
66ce9023922eb4919544cb0e,Dificuldade em manter a consistência dos dados entre as camadas.,Dependência de interfaces gráficas para interação do usuário.,Possibilidade de aumento do overhead de comunicação entre as camadas.,Limitação na implementação de novas funcionalidades.,Arquitetura de Software,Qual é a principal desvantagem da arquitetura em camadas?,Possibilidade de aumento do overhead de comunicação entre as camadas.,
66ce9023922eb4919544cb0f,Na organização dos dados em uma estrutura hierárquica.,Na separação e independência dos elementos de um sistema.,No compartilhamento centralizado de dados entre os componentes do sistema.,Na comunicação direta entre os clientes e os servidores do sistema.,Arquitetura de Software,Em que se baseia o padrão Repositório?,No compartilhamento centralizado de dados entre os componentes do sistema.,
66ce9023922eb4919544cb10,Permite que os componentes operem de forma independente.,Facilita a integração de novos componentes ao sistema.,Garante a consistência dos dados armazenados.,Reduz a necessidade de comunicação entre os componentes do sistema.,Arquitetura de Software,Quais são as vantagens do padrão Repositório?,Facilita a integração de novos componentes ao sistema.,
66ce9023922eb4919544cb11,Dependência de interfaces gráficas para interação do usuário.,Possibilidade de aumento do overhead de comunicação entre os componentes.,Dificuldade em manter a consistência dos dados armazenados.,Vulnerabilidade a falhas devido ao ponto único de falha no repositório.,Arquitetura de Software,Qual é a principal desvantagem do padrão Repositório?,Vulnerabilidade a falhas devido ao ponto único de falha no repositório.,
66ce9023922eb4919544cb12,Na comunicação direta entre os clientes e os servidores do sistema.,Na organização dos dados em uma estrutura hierárquica.,No compartilhamento centralizado de dados entre os componentes do sistema.,Na separação e independência dos elementos de um sistema.,Arquitetura de Software,Em que se baseia o padrão cliente-servidor?,Na comunicação direta entre os clientes e os servidores do sistema.,
66ce9023922eb4919544cb13,Descrever a estrutura física dos sistemas de software.,Definir as linguagens de programação a serem utilizadas.,Organizar o trabalho da equipe de desenvolvimento.,Identificar características estruturais estáveis dos sistemas de software.,Arquitetura de Software,Qual é a principal função das arquiteturas de aplicação?,Identificar características estruturais estáveis dos sistemas de software.,
66ce9023922eb4919544cb14,Estrutura de Recursos de Processamento.,Empresa de Recursos Planejados.,Enterprise Resource Planning.,Estrutura de Recursos de Produção.,Arquitetura de Software,O que significa ERP no contexto do texto?,Enterprise Resource Planning.,
66ce9023922eb4919544cb15,Processar pedidos do usuário para obter informações.,Interpretar linguagens de programação.,Gerenciar sistemas de informação em camadas.,Traduzir uma linguagem natural para outra.,Arquitetura de Software,Qual é a função dos sistemas de processamento de transações?,Processar pedidos do usuário para obter informações.,
66ce9023922eb4919544cb16,Um pedido feito pelo usuário.,Uma sequência de operações tratadas como uma única unidade.,Uma operação que não precisa ser concluída.,Um processo de comunicação entre servidores.,Arquitetura de Software,O que é uma transação em sistemas de processamento de transações?,Uma sequência de operações tratadas como uma única unidade.,
66ce9023922eb4919544cb17,Traduzir linguagens de programação.,Fornecer acesso a grandes bases de informações.,Processar transações bancárias.,Gerenciar sistemas de processamento de linguagens.,Arquitetura de Software,Qual é o principal objetivo dos sistemas de informação?,Fornecer acesso a grandes bases de informações.,
66ce9023922eb4919544cb18,Interface de usuário.,Comunicação de usuário.,Recuperação e modificação de informação.,Banco de dados de gerenciamento de transações.,Arquitetura de Software,O que é a camada mais baixa em um sistema de informação em camadas?,Banco de dados de gerenciamento de transações.,
66ce9023922eb4919544cb19,Analisador léxico.,Tabela de símbolos.,Árvore de sintaxe.,Gerador de código.,Arquitetura de Software,Qual é o principal componente em um sistema de processamento de linguagens?,Analisador léxico.,
66ce9023922eb4919544cb1a,Executa o código resultante.,Cria uma máquina abstrata.,Traduz uma linguagem natural em outra.,Gera códigos de máquina abstrata.,Arquitetura de Software,O que um tradutor faz em um sistema de processamento de linguagens?,Traduz uma linguagem natural em outra.,
66ce9023922eb4919544cb1b,Os componentes funcionam em paralelo.,Cada componente se comunica diretamente com o banco de dados.,Os componentes são organizados em sequência.,Não há compartilhamento de informações entre os componentes.,Arquitetura de Software,Qual é uma característica da arquitetura de duto e filtro?,Os componentes são organizados em sequência.,
66ce9023922eb4919544cb1c,Um sistema que processa transações bancárias.,Uma ferramenta de edição de texto.,Um sistema que traduz uma linguagem de programação em código de máquina.,Um componente de interface de usuário.,Arquitetura de Software,O que é um compilador?,Um sistema que traduz uma linguagem de programação em código de máquina.,
66ce9023922eb4919544cb1d,Lida com todas as entradas e saídas da interface de usuário.,Fornece funcionalidade de interface de usuário.,Implementa a proteção do sistema.,Gerencia transações bancárias.,Arquitetura de Software,Em que consiste a camada de comunicação de usuário em um sistema de informação em camadas?,Lida com todas as entradas e saídas da interface de usuário.,
66ce9023922eb4919544cb1e,Converter instruções da linguagem-fonte.,Garantir que as operações sejam concluídas antes de alterar o banco de dados.,Armazenar dados compartilhados entre os componentes.,Executar as instruções de máquina.,Arquitetura de Software,Qual é a função do repositório em uma arquitetura de processamento de linguagens?,Armazenar dados compartilhados entre os componentes.,
66ce9023922eb4919544cb1f,Descrever a estrutura e organização dos diferentes tipos de sistemas de software.,Fornecer exemplos específicos de sistemas de aplicação comuns.,Criar um vocabulário técnico para falar sobre tipos de aplicações.,Promover o desenvolvimento de sistemas únicos para cada empresa.,Arquitetura de Software,Qual é o objetivo principal das arquiteturas de aplicação?,Descrever a estrutura e organização dos diferentes tipos de sistemas de software.,
66ce90b1922eb4919544cb20,"Os requisitos de sistema são declarações abstratas de alto nível, enquanto os requisitos de usuário são descrições detalhadas das funções do sistema.","Requisitos de sistema descrevem as funções, serviços e restrições operacionais do sistema, enquanto requisitos de usuário são declarações de serviços que o sistema deve fornecer.","Requisitos de sistema são restritos à equipe de desenvolvimento, enquanto requisitos de usuário são comunicados aos usuários finais.","Os requisitos de sistema são desenvolvidos após a implementação do sistema, enquanto os requisitos de usuário são estabelecidos no início do processo de engenharia de requisitos.",Engenharia de Requisitos,O que são requisitos de sistema e como eles se diferenciam dos requisitos de usuário?,"Requisitos de sistema descrevem as funções, serviços e restrições operacionais do sistema, enquanto requisitos de usuário são declarações de serviços que o sistema deve fornecer.",
66ce90b1922eb4919544cb21,Criar documentação extensa para o sistema.,Definir exatamente o que deve ser implementado no sistema.,"Identificar, analisar, documentar e verificar os serviços e restrições do sistema.",Garantir que os desenvolvedores entendam completamente os requisitos do cliente.,Engenharia de Requisitos,Qual é o principal objetivo da engenharia de requisitos?,"Identificar, analisar, documentar e verificar os serviços e restrições do sistema.",
66ce90b1922eb4919544cb22,Para evitar conflitos entre os stakeholders.,Para permitir que os desenvolvedores entendam as necessidades dos clientes.,Para garantir que os usuários finais compreendam as funcionalidades do sistema.,Para facilitar a comunicação e o desenvolvimento do sistema.,Engenharia de Requisitos,Por que é importante fazer uma distinção clara entre requisitos de usuário e requisitos de sistema?,Para facilitar a comunicação e o desenvolvimento do sistema.,
66ce90b1922eb4919544cb23,Falta de documentação e comunicação inadequada.,Dificuldade em identificar os stakeholders e definir os requisitos.,Conflitos entre os requisitos e mudanças nos requisitos durante o desenvolvimento.,Todas as opções anteriores.,Engenharia de Requisitos,Quais são os principais problemas que podem surgir durante o processo de engenharia de requisitos?,Todas as opções anteriores.,
66ce90b1922eb4919544cb24,Requisitos de software e requisitos de hardware.,Requisitos de usuário e requisitos de sistema.,Requisitos funcionais e requisitos não funcionais.,Requisitos de desempenho e requisitos de segurança.,Engenharia de Requisitos,Quais são os tipos de requisitos frequentemente identificados na engenharia de requisitos?,Requisitos funcionais e requisitos não funcionais.,
66ce90b1922eb4919544cb25,"Os requisitos funcionais especificam como o sistema deve se comportar, enquanto os requisitos não funcionais especificam as restrições ao comportamento do sistema.","Os requisitos funcionais descrevem as propriedades emergentes do sistema, enquanto os requisitos não funcionais descrevem as funções específicas que o sistema deve fornecer.","Os requisitos funcionais são relacionados ao hardware, enquanto os requisitos não funcionais são relacionados ao software.",Os requisitos funcionais são mais importantes do que os requisitos não funcionais para o sucesso do projeto.,Engenharia de Requisitos,O que são requisitos funcionais e como eles são diferentes dos requisitos não funcionais?,"Os requisitos funcionais especificam como o sistema deve se comportar, enquanto os requisitos não funcionais especificam as restrições ao comportamento do sistema.",
66ce90b1922eb4919544cb26,Restrições de desempenho e segurança.,Funções que o sistema deve realizar em resposta a entradas específicas.,Restrições de tempo e orçamento.,Interface do usuário e design visual do sistema.,Engenharia de Requisitos,Quais são exemplos de requisitos funcionais em um sistema de software?,Funções que o sistema deve realizar em resposta a entradas específicas.,
66ce90b1922eb4919544cb27,Para tornar os requisitos mais claros para os desenvolvedores.,Para permitir que os clientes expressem suas metas de forma mais precisa.,Para facilitar a medição e a verificação do cumprimento dos requisitos.,Para garantir que os requisitos não funcionais sejam mais importantes do que os funcionais.,Engenharia de Requisitos,Por que é importante especificar requisitos não funcionais de forma quantitativa sempre que possível?,Para facilitar a medição e a verificação do cumprimento dos requisitos.,
66ce90b1922eb4919544cb28,Requisitos de interface do usuário e design visual.,Requisitos de desempenho e segurança.,Requisitos de funcionalidade e usabilidade.,Requisitos de entrada e saída de dados.,Engenharia de Requisitos,Quais são exemplos de requisitos não funcionais em um sistema de software?,Requisitos de desempenho e segurança.,
66ce90b1922eb4919544cb29,"Eles não podem entrar em conflito, pois são independentes dos requisitos funcionais.",Requisitos não funcionais podem exigir recursos que são limitados ou restritos por outros requisitos.,Requisitos não funcionais são sempre priorizados sobre os requisitos funcionais.,Os requisitos não funcionais não podem entrar em conflito porque são especificados separadamente.,Engenharia de Requisitos,Como os requisitos não funcionais podem entrar em conflito com outros requisitos?,Requisitos não funcionais podem exigir recursos que são limitados ou restritos por outros requisitos.,
66ce9114922eb4919544cb2a,Para garantir que sejam atendidos antes dos requisitos funcionais.,Para permitir que os desenvolvedores ignorem esses requisitos se forem muito complexos.,Para facilitar a priorização e a compreensão da importância desses requisitos.,Para impedir que os usuários finais solicitem mudanças nos requisitos funcionais.,Engenharia de Requisitos,Por que é importante destacar os requisitos não funcionais em um documento de requisitos?,Para facilitar a priorização e a compreensão da importância desses requisitos.,
66ce9114922eb4919544cb2b,Eles são menos importantes do que os requisitos funcionais.,Eles determinam a aparência visual do sistema.,"Eles influenciam diretamente a segurança, confiabilidade e desempenho do sistema.",Eles são irrelevantes em sistemas críticos.,Engenharia de Requisitos,Qual é a importância dos requisitos não funcionais em sistemas críticos?,"Eles influenciam diretamente a segurança, confiabilidade e desempenho do sistema.",
66ce9114922eb4919544cb2c,Tempo e custo de implementação.,Quantidade de código fonte.,Taxa de erros e tempo de resposta.,Número de usuários registrados.,Engenharia de Requisitos,Quais são algumas métricas comuns usadas para especificar requisitos não funcionais?,Taxa de erros e tempo de resposta.,
66ce9114922eb4919544cb2d,Por ordem de importância para os usuários finais.,Por ordem alfabética.,"Por funcionalidade, restrições e requisitos não funcionais.",Não há organização específica.,Engenharia de Requisitos,Como os requisitos de sistema são organizados em um documento de requisitos?,"Por funcionalidade, restrições e requisitos não funcionais.",
66ce9114922eb4919544cb2e,Para garantir que os requisitos sejam atendidos pelo sistema final.,Para tornar o documento de requisitos mais extenso.,Para permitir que os desenvolvedores decidam quais requisitos implementar.,Para evitar que os clientes solicitem alterações nos requisitos.,Engenharia de Requisitos,Por que é importante manter a consistência e a completude dos requisitos durante o processo de engenharia de requisitos?,Para garantir que os requisitos sejam atendidos pelo sistema final.,
66ce9114922eb4919544cb2f,Os clientes não têm metas claras.,As metas podem ser vagas e difíceis de quantificar.,Os clientes não têm interesse em traduzir metas em requisitos.,As metas dos clientes mudam frequentemente.,Engenharia de Requisitos,Quais são as principais dificuldades enfrentadas pelos clientes ao traduzir metas em requisitos mensuráveis?,As metas podem ser vagas e difíceis de quantificar.,
66ce9114922eb4919544cb30,Eles são documentados em documentos separados para evitar confusão.,"Os requisitos funcionais descrevem o que o sistema deve fazer, enquanto os requisitos não funcionais especificam as restrições do sistema.",Os requisitos funcionais e não funcionais são interdependentes e são documentados juntos para uma compreensão completa do sistema.,"Os requisitos funcionais são mais importantes e, portanto, são documentados separadamente dos requisitos não funcionais.",Engenharia de Requisitos,Como os requisitos funcionais e não funcionais são relacionados e documentados?,Os requisitos funcionais e não funcionais são interdependentes e são documentados juntos para uma compreensão completa do sistema.,
66ce9114922eb4919544cb31,Aumento do desempenho e da segurança.,Diminuição da satisfação do cliente e possíveis falhas do sistema.,Redução dos custos de desenvolvimento.,Maior facilidade de manutenção do sistema.,Engenharia de Requisitos,Quais são as possíveis consequências de não cumprir requisitos não funcionais em um sistema?,Diminuição da satisfação do cliente e possíveis falhas do sistema.,
66ce9114922eb4919544cb32,Requisitos de desempenho e usabilidade.,Requisitos de segurança e interface do usuário.,Requisitos de conformidade com regulamentações e padrões da indústria.,Requisitos de funcionalidade e design visual.,Engenharia de Requisitos,Quais são exemplos de requisitos organizacionais e externos em um sistema de software?,Requisitos de conformidade com regulamentações e padrões da indústria.,
66ce9114922eb4919544cb33,Porque esses requisitos não são importantes.,Porque as propriedades emergentes do sistema afetam diretamente a satisfação do cliente.,Porque os requisitos não funcionais não podem ser medidos.,Porque os requisitos não funcionais são mais fáceis de implementar do que os funcionais.,Engenharia de Requisitos,Por que é importante distinguir os requisitos não funcionais relacionados às propriedades emergentes do sistema?,Porque as propriedades emergentes do sistema afetam diretamente a satisfação do cliente.,
66ce9114922eb4919544cb34,Uma carta formal de agradecimento,Uma declaração oficial do que os desenvolvedores do sistema devem implementar,Um registro de bugs encontrados durante o desenvolvimento,Um guia de boas práticas de programação,Engenharia de Requisitos,O que é um documento de requisitos de software?,Uma declaração oficial do que os desenvolvedores do sistema devem implementar,
66ce9191922eb4919544cb35,Porque consideram os documentos de requisitos como a única fonte confiável de informação.,"Porque argumentam que os requisitos mudam rapidamente, tornando os documentos de requisitos obsoletos.",Porque acreditam que os documentos de requisitos são muito flexíveis.,Porque consideram que os documentos de requisitos são úteis apenas para desenvolvedores experientes.,Engenharia de Requisitos,Por que os métodos ágeis de desenvolvimento questionam a eficácia dos documentos de requisitos?,"Porque argumentam que os requisitos mudam rapidamente, tornando os documentos de requisitos obsoletos.",
66ce9191922eb4919544cb36,Apenas os engenheiros de software,Apenas a alta administração da organização,Desde a alta administração da organização até os engenheiros responsáveis pelo desenvolvimento do software,Apenas os clientes externos da organização,Engenharia de Requisitos,Quem são os possíveis usuários de um documento de requisitos?,Desde a alta administração da organização até os engenheiros responsáveis pelo desenvolvimento do software,
66ce9191922eb4919544cb37,Para tornar o documento mais longo e detalhado,Para ajudar os engenheiros de manutenção de sistema a evitar decisões de projeto restritivas,Para aumentar o número de páginas do documento,Para confundir os leitores sobre as mudanças futuras do sistema,Engenharia de Requisitos,Qual é a importância de incluir informações sobre a evolução prevista do sistema em um documento de requisitos?,Para ajudar os engenheiros de manutenção de sistema a evitar decisões de projeto restritivas,
66ce9191922eb4919544cb38,Por ordem alfabética,De acordo com as preferências do desenvolvedor,De acordo com os diferentes subsistemas que compõem o sistema,"Não são organizados, são apresentados aleatoriamente",Engenharia de Requisitos,Como os requisitos de sistema são geralmente organizados em um documento de requisitos?,De acordo com os diferentes subsistemas que compõem o sistema,
66ce9191922eb4919544cb39,Devem ser complexos e ambíguos,"Devem ser claros, inequívocos, de fácil compreensão, completos e consistentes",Devem ser escritos apenas em linguagem formal,Devem ser irrelevantes para os usuários finais,Engenharia de Requisitos,Quais são as características ideais dos requisitos de usuário e de sistema?,"Devem ser claros, inequívocos, de fácil compreensão, completos e consistentes",
